Junio,8006,keepsalud.co,210,10/07/2022,"16,20","$4.388,27", $71.090
Junio,6257,Linktic.co,se carga en varios cc,01/07/2022,,, $0
Junio,9699,quierovenderenlinea.co,316,01/08/2022,108," $4.300,30", $464.432
Junio,6840,mafecarrascal.com,210,01/07/2022,,, $0
Junio,7505,miguelgutierrez.com.co,210,10/07/2022,"11,20","$4.388,27", $49.149
Junio,7505,nataliabedoya.com.co,210,10/07/2022,"11,32","$4.388,27", $49.675
Junio,5562,tictur.org,258,10/07/2022,30,"$4.388,27", $131.648
Junio,7021,tuvitrina.co,278,01/08/2022,"5,40"," $4.300,30", $23.222
Junio,6790,vendeporinternet.co,280,01/08/2022,"45,28"," $4.300,30", $194.718
Junio,6011,wimbu.co,287,03/08/2022,252,"$4.313,30", $1.086.952
Junio,6092,yaktil.com,263,01/07/2022,24,"$4.151,21", $99.629
Julio,7838,3tcapital.com,295,01/08/2022,"91,95"," $4.300,30", $395.413
Julio,7505,Andresforero.co,210,01/08/2022,12," $4.300,30", $51.604
Julio,7505,miguelgutierrez.com.co,210,01/08/2022,12," $4.300,30", $51.604
Julio,7505,nataliabedoya.com.co,210,01/08/2022,12," $4.300,30", $51.604
Julio,8049,eduklab.co,298,01/08/2022,"21,60"," $4.300,30", $92.886
Julio,7897,expone.co,314,01/08/2022,"1041,29"," $4.300,30", $4.477.859
Julio,5662,Hicome.co ,146,04/08/2022,"399,40","$4.331,15", $1.729.861
Julio,7735,joseluiscorrea.co,210,01/08/2022,11," $4.300,30", $47.303
Julio,8006,keepsalud.co,210,01/08/2022,"16,20"," $4.300,30", $69.665
Julio,9699,quierovenderenlinea.co,316,01/08/2022,"455,81"," $4.300,30", $1.960.120
Julio,5562,tictur.org,258,01/08/2022,30," $4.300,30", $129.009
Julio,7021,tuvitrina.co,314,01/08/2022,"5,40"," $4.300,30", $23.222
Julio,6790,vendeporinternet.co,314,01/08/2022,48," $4.300,30", $206.414
Julio,6011,wimbu.co,287,03/08/2022,"255,86","$4.313,30", $1.103.601
Julio,6092,yaktil.com,263,01/08/2022,"23,99"," $4.300,30", $103.164
Agosto,7838,3tcapital.com,295,01/09/2022,"82,57"," $4.422,77", $365.188
Agosto,7505,Andresforero.co,210,01/09/2022,12," $4.422,77", $53.073
Agosto,7505,miguelgutierrez.com.co,210,01/09/2022,12," $4.422,77", $53.073
Agosto,7505,nataliabedoya.com.co,210,01/09/2022,12," $4.422,77", $53.073
Agosto,8049,eduklab.co,298,01/09/2022,"21,60"," $4.422,77", $95.532
Agosto,7897,expone.co,314,01/09/2022,"924,40"," $4.422,77", $4.088.409
Agosto,5662,Hicome.co ,146,01/09/2022,"445,20"," $4.422,77", $1.969.017
Agosto,7735,joseluiscorrea.co,210,01/09/2022,12," $4.422,77", $53.073
Agosto,8006,keepsalud.co,210,01/09/2022,"17,77"," $4.422,77", $78.593
Agosto,9699,quierovenderenlinea.co,316,01/09/2022,"521,03"," $4.422,77", $2.304.396
Agosto,5562,tictur.org,258,01/09/2022,"29,99"," $4.422,77", $132.639
Agosto,7021,tuvitrina.co,314,11/10/2022,"5,99"," $4.605,29", $27.586
Agosto,6790,vendeporinternet.co,314,03/10/2022,48," $4.590,54", $220.346
Agosto,6011,wimbu.co,287,01/09/2022,"232,64"," $4.422,77", $1.028.913
Agosto,6092,yaktil.com,263,01/08/2022,24," $4.300,30", $103.207
Septiembre,7838,3tcapital.com,295,01/10/2022,"88,50"," $4.590,54", $406.263
Septiembre,7505,Andresforero.co,210,01/10/2022,12," $4.590,54", $55.086
Septiembre,7505,miguelgutierrez.com.co,210,01/10/2022,12," $4.590,54", $55.086
Septiembre,7505,nataliabedoya.com.co,210,01/10/2022,12," $4.590,54", $55.086
Septiembre,8049,eduklab.co,298,01/10/2022,"22,32"," $4.590,54", $102.461
Septiembre,7897,expone.co,314,01/10/2022,"868,40"," $4.590,54", $3.986.425
Septiembre,5662,Hicome.co ,146,01/10/2022,"442,12"," $4.590,54", $2.029.570
